tid,governo_alinhamento~Dilma_2/indefinido,governo_alinhamento~Dilma_2/nao se aplica,governo_alinhamento~Dilma_2/votou com o governo,governo_alinhamento~Dilma_2/votou contra o governo,orientacaoGoverno~Liberado,orientacaoGoverno~Não,orientacaoGoverno~Obstrução,orientacaoGoverno~Sim,partido~Avante,partido~Cidadania,partido~DC,partido~DEM,partido~MDB,partido~PCdoB,partido~PDT,partido~PHS,partido~PL,partido~PMB,partido~PMN,partido~PP,partido~PRB,partido~PROS,partido~PRP,partido~PRTB,partido~PSB,partido~PSC,partido~PSD,partido~PSDB,partido~PSL,partido~PSOL,partido~PT,partido~PTB,partido~PTC,partido~PV,partido~Patriota,partido~Podemos,partido~Rede,partido~Sem_Partido,partido~Solidariedade,tipoProposicao~DCR,tipoProposicao~MPV,tipoProposicao~PDC,tipoProposicao~PEC,tipoProposicao~PL,tipoProposicao~PLN,tipoProposicao~PLP,tipoProposicao~PRC,tipoProposicao~REC,tipoProposicao~REQ
8839,0,35,67,21,35,42,0,46,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,36,29,0,10,1,0,1
8841,0,34,78,12,34,42,0,48,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,36,23,0,8,0,0,3
8842,0,36,69,1,36,31,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,42,1,37,15,0,8,1,0,2
8843,0,14,28,21,13,21,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,9,27,0,11,1,0,3
8844,16,36,49,8,36,35,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,35,1,38,24,0,8,1,0,2
8845,0,40,84,19,40,47,0,56,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,39,31,0,11,1,0,3
8846,0,41,87,6,41,41,0,52,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,40,28,0,11,1,0,1
8848,0,32,57,7,32,31,0,33,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,33,19,0,0,0,0,2
8849,1,36,45,49,35,46,0,50,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,34,29,0,9,1,0,1
8850,0,5,4,1,5,1,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,2
8851,1,43,18,69,39,42,0,50,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,36,27,0,9,1,0,3
8852,0,27,44,16,27,21,0,39,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,27,16,0,4,0,0,3
8853,0,22,13,47,20,28,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,38,1,20,15,0,7,0,0,1
8854,0,36,45,44,35,39,0,51,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,36,30,0,9,1,0,0
8856,0,39,21,82,39,48,0,55,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,39,31,0,10,1,0,2
8857,0,32,70,14,32,36,0,48,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,28,30,0,8,1,0,2
8858,0,38,60,34,37,47,0,48,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,39,27,0,11,1,0,1
8861,0,38,89,9,38,46,0,52,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,35,29,0,10,1,0,3
8862,0,2,2,1,2,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
8863,0,31,74,5,31,38,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,54,0,30,19,0,5,0,0,2
8864,1,31,14,74,29,43,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,51,0,31,25,0,10,1,0,2
8865,3,37,84,6,37,43,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,51,1,36,28,0,10,1,0,3
8866,0,45,21,77,41,46,0,56,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,40,33,0,11,1,0,2
8869,1,38,54,37,38,43,0,49,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,38,30,0,10,0,0,3
8870,0,43,71,28,43,45,0,54,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,40,33,0,11,1,0,3
8871,1,24,28,17,24,19,0,27,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,23,8,0,1,0,0,1
8872,0,42,20,75,39,44,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,55,1,40,26,0,11,1,0,3
8873,0,32,40,35,32,36,0,39,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,33,17,0,6,0,0,1
8874,0,33,82,4,33,42,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,54,1,32,24,0,5,0,0,3
8876,0,35,69,3,35,31,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,47,1,33,16,0,7,0,0,3
8877,0,32,16,69,28,43,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,56,0,28,25,0,4,1,0,3
8878,0,38,36,41,37,35,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,39,22,0,10,1,0,1
8879,0,39,35,15,39,22,0,28,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,38,16,0,7,1,0,2
8880,0,37,77,17,37,46,0,48,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,36,26,0,9,0,0,2
8881,0,36,54,25,36,33,0,46,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,36,19,0,8,0,0,2
8882,0,32,62,15,32,38,0,39,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,31,24,0,5,1,0,1
8883,0,33,73,18,33,43,0,48,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,36,22,0,9,0,0,2
8884,0,37,64,34,37,44,0,54,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,34,29,0,11,1,0,3
8885,0,34,60,5,34,33,0,32,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,34,15,0,1,1,0,2
8886,0,40,18,75,39,41,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,52,1,38,29,0,10,1,0,2
8887,2,37,20,64,34,41,0,48,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,34,21,0,9,1,0,3
8888,1,7,30,0,7,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,20,0,3,13,0,1,0,0,1
8889,0,43,17,81,41,46,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,56,1,39,31,0,10,1,0,3
8890,0,42,92,11,42,47,0,56,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,39,32,0,11,1,0,3
8891,0,34,78,8,34,40,0,46,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,36,24,0,9,1,0,2
8893,1,40,53,26,38,39,0,43,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,40,24,0,9,1,0,3
8894,0,39,30,53,39,37,0,46,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,37,21,0,10,1,0,2
8895,0,37,90,6,37,45,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,53,0,35,30,0,11,1,0,3
8896,0,46,20,75,43,47,0,51,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,38,29,0,10,1,0,3
8897,0,45,23,74,41,46,0,55,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,40,30,0,11,1,0,3
8898,0,2,2,0,2,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
8900,0,26,56,39,25,45,0,51,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,27,30,0,9,0,0,2
8901,0,34,76,20,34,44,0,52,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,34,28,0,10,1,0,2
8902,0,2,3,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0
8903,0,38,18,61,37,37,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,46,0,37,24,0,6,1,0,3
8904,2,34,64,18,33,39,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,41,1,33,30,0,10,1,0,2
8905,0,40,90,4,40,43,0,51,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,40,28,0,9,0,0,3
8906,1,36,80,18,36,44,0,55,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,35,30,0,9,1,0,3
8907,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
8908,0,33,16,62,30,40,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,39,1,29,30,0,10,0,0,2
8909,0,46,20,80,42,48,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,58,1,40,32,0,11,1,0,3
8910,0,40,99,2,40,45,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,57,1,37,32,0,10,1,0,3
8911,0,24,63,23,24,40,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,47,0,27,25,0,9,0,0,2
8912,1,41,20,80,40,46,0,56,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,40,30,0,11,1,0,3
8913,1,39,93,3,39,44,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,55,1,38,27,0,11,1,0,3
8914,0,22,15,44,20,29,0,32,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,18,24,0,5,1,0,1
8915,0,36,93,6,36,47,0,52,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,36,29,0,9,1,0,3
8916,0,15,15,53,13,26,0,44,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,20,0,11,0,0,2
8917,0,27,47,15,27,27,0,35,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,25,28,0,9,0,0,3
8918,0,23,46,21,23,34,0,33,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,23,18,0,8,0,0,3
8919,1,32,7,53,30,32,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,32,1,29,21,0,7,1,0,2
8920,3,37,85,4,37,42,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,48,1,37,28,0,11,1,0,3
8921,1,33,73,8,33,35,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,52,1,33,21,0,5,0,0,3
8924,1,36,13,49,33,28,0,38,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,30,13,0,5,1,0,3
8925,0,35,16,56,34,32,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,43,1,37,18,0,5,1,0,2
8926,0,41,29,41,38,33,0,40,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,39,24,0,11,1,0,3
8927,0,26,64,26,26,43,0,47,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,24,26,0,8,0,0,2
8929,0,36,48,38,36,39,0,47,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,36,23,0,7,1,0,2
8931,0,13,23,4,13,15,0,12,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,11,7,0,0,0,0,0
8933,1,34,61,6,34,32,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,48,0,37,10,0,5,0,0,2
8934,1,36,87,6,36,43,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,55,0,37,25,0,10,1,0,2
8935,0,37,85,3,37,39,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,50,0,37,27,0,8,1,0,2
8936,1,43,89,14,43,47,0,57,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,40,33,0,11,1,0,3
8937,0,44,19,81,41,47,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,56,1,39,33,0,11,1,0,3
8938,0,40,84,14,40,43,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,53,1,40,31,0,9,1,0,3
8939,0,2,3,1,2,1,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
8940,4,35,75,5,35,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,44,1,34,27,0,9,1,0,3
8941,1,33,17,81,31,47,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,56,2,29,31,0,10,1,0,3
8943,0,37,47,30,37,28,0,49,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,36,20,0,11,1,0,2
8945,0,36,16,40,36,33,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,37,24,0,5,0,0,1
8946,2,40,30,70,40,46,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,38,31,0,11,1,0,3
8947,1,41,20,69,39,45,0,47,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,36,27,0,10,1,0,2
8948,9,40,66,7,40,38,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,38,1,38,31,0,10,1,0,3
8950,0,32,19,73,28,47,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,55,1,30,28,0,7,1,0,2
8952,0,31,10,44,28,28,0,29,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,24,20,0,7,1,0,2
8953,0,32,73,3,32,37,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,50,0,34,16,0,6,0,0,2
8954,0,6,19,0,6,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,6,7,0,9,1,0,1
8955,0,38,56,16,38,35,0,37,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,38,28,0,8,1,0,3
8956,0,37,77,11,37,45,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,54,2,35,22,0,8,1,0,3
8957,0,39,57,31,39,41,0,47,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,40,27,0,11,1,0,3
8958,0,28,25,46,28,24,0,47,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,28,14,0,11,1,0,1
8959,0,28,55,6,28,26,0,35,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,29,12,0,7,0,0,3
8960,0,33,61,10,33,36,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,33,23,0,4,0,0,2
8961,0,31,58,10,31,25,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,42,0,27,19,0,9,1,0,1
8962,0,32,19,70,29,39,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,54,1,32,25,0,7,0,0,2
8964,2,37,24,57,37,36,0,47,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,35,30,0,11,0,0,3
8965,0,41,67,15,41,34,0,48,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,38,21,0,11,1,0,3
8966,1,30,7,48,27,35,0,24,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,29,13,0,1,0,0,1
8967,0,37,42,35,36,32,0,46,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,35,16,0,9,1,0,2
8969,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8970,0,33,12,74,30,44,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,57,1,26,27,0,7,0,0,1
8971,0,5,5,11,5,2,0,14,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,7,1,0,0
8972,2,38,37,36,37,34,0,42,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,38,14,0,7,1,0,2
8974,0,33,64,17,33,34,0,47,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,34,24,0,7,1,0,1
8975,0,40,17,74,36,42,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,54,1,38,26,0,10,0,0,2
8976,0,38,22,69,36,41,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,53,1,36,27,0,9,0,0,3
8977,0,36,78,23,36,46,0,55,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,36,30,0,10,1,0,2
8979,0,40,84,18,40,47,0,55,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,39,32,0,11,1,0,2
8980,0,36,40,20,36,26,0,34,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,37,18,0,8,0,0,2
8982,1,33,55,36,32,43,0,50,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,30,28,0,5,1,0,3
8983,4,39,75,19,39,46,0,52,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,39,31,0,7,0,0,3
8984,0,40,47,43,40,40,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,56,1,38,21,0,11,1,0,2
8985,0,40,78,23,40,45,0,56,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,39,31,0,11,1,0,3
8987,2,30,12,43,30,24,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,33,1,32,13,0,6,0,0,2
8988,1,40,20,76,36,48,0,53,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,37,28,0,11,1,0,2
8989,0,33,59,3,33,33,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,42,0,32,20,0,1,0,0,0
8990,0,35,80,6,35,38,0,48,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,28,26,0,11,1,0,3
8992,0,40,20,83,38,48,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,58,1,36,33,0,11,1,0,3
8993,0,34,64,21,34,39,0,46,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,33,23,0,9,1,0,2
8994,0,39,19,76,37,45,0,52,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,36,30,0,10,1,0,2
8995,0,35,78,18,35,45,0,51,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,36,27,0,9,1,0,2
8996,1,25,32,10,25,19,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,25,0,24,14,0,4,1,0,0
8997,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
