tid,governo_alinhamento~Lula_2/indefinido,governo_alinhamento~Lula_2/nao se aplica,governo_alinhamento~Lula_2/votou com o governo,governo_alinhamento~Lula_2/votou contra o governo,orientacaoGoverno~Liberado,orientacaoGoverno~Não,orientacaoGoverno~Obstrução,orientacaoGoverno~Sim,partido~Avante,partido~Cidadania,partido~DEM,partido~MDB,partido~PAN,partido~PCdoB,partido~PDT,partido~PHS,partido~PL,partido~PMN,partido~PP,partido~PRB,partido~PRTB,partido~PSB,partido~PSC,partido~PSDB,partido~PSOL,partido~PT,partido~PTB,partido~PTC,partido~PV,partido~Sem_Partido,tipoProposicao~MPV,tipoProposicao~MSC,tipoProposicao~PDC,tipoProposicao~PEC,tipoProposicao~PL,tipoProposicao~PLP,tipoProposicao~PLV,tipoProposicao~PRC,tipoProposicao~REC,tipoProposicao~REQ
2050,0,2,6,3,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,3,0,0,0,0,0
2051,0,3,26,6,2,16,0,17,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,5,0,0,0,0,0
2052,0,3,28,2,3,13,0,17,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3,4,2,0,0,0,0
2053,0,0,25,1,0,14,0,12,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,2,0,0,0,0
2054,1,2,18,4,2,6,0,17,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,7,2,0,0,0,0
2057,2,13,15,20,3,19,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,31,0,0,5,11,3,0,0,0,0
2058,1,11,12,13,2,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,23,0,0,5,6,3,0,0,0,0
2059,0,3,38,7,3,20,0,25,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,32,0,0,5,9,2,0,0,0,0
2060,0,3,30,3,3,16,0,17,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,4,7,3,0,0,0,0
2061,0,6,6,14,3,11,0,12,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,3,3,0,0,0,0
2062,0,1,22,7,1,13,0,16,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,6,0,0,0,0,0
2063,0,4,19,5,3,11,0,14,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,6,2,0,0,0,0
2064,0,4,46,0,3,20,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,33,0,0,5,9,3,0,0,0,0
2065,0,2,16,3,2,8,0,11,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,3,0,0,0,0,0
2066,0,3,29,3,3,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,20,0,0,4,9,2,0,0,0,0
2067,0,3,41,4,3,20,0,25,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,4,11,3,0,0,0,0
2068,0,4,29,5,3,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,23,0,0,5,8,2,0,0,0,0
2069,0,2,25,2,2,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,23,0,0,0,4,2,0,0,0,0
2070,0,8,12,17,3,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,25,0,0,3,6,3,0,0,0,0
2071,0,3,31,8,3,19,0,20,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,4,7,1,0,0,0,0
2073,0,7,9,5,3,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,9,0,0,5,4,3,0,0,0,0
2074,1,2,12,4,2,8,0,9,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0
2075,0,3,33,8,3,15,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,26,0,0,4,11,3,0,0,0,0
2076,0,1,7,1,1,4,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0
2077,1,3,21,17,3,19,0,20,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,4,7,3,0,0,0,0
2079,0,2,32,2,2,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,22,0,0,5,7,2,0,0,0,0
2080,2,5,13,15,2,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,21,0,0,5,7,2,0,0,0,0
2081,0,3,40,5,3,18,0,27,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,4,11,3,0,0,0,0
2082,0,4,43,3,3,20,0,27,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,5,8,3,0,0,0,0
2083,0,6,7,16,1,11,0,17,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,3,0,0,0,0
2084,2,2,29,5,2,18,0,18,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,4,9,0,0,0,0,0
2085,0,2,38,1,2,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,25,0,0,4,10,2,0,0,0,0
2086,0,3,32,6,3,16,0,22,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,4,7,3,0,0,0,0
2087,0,2,32,6,2,17,0,21,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,4,6,3,0,0,0,0
2088,0,3,38,0,3,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,26,0,0,4,9,2,0,0,0,0
2089,0,2,19,4,2,12,0,11,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,4,3,0,0,0,0
2090,0,3,35,2,2,18,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,5,4,0,0,0,0,0
2091,0,3,39,0,3,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,27,0,0,4,9,2,0,0,0,0
2092,0,2,31,0,2,11,0,20,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,2,4,3,0,0,0,0
2093,1,5,13,15,2,14,0,18,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,8,3,0,0,0,0
2094,0,3,33,7,3,19,0,21,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,5,7,3,0,0,0,0
2095,0,1,19,3,1,12,0,10,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,0,0,0,0
2096,0,3,6,9,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,12,0,0,0,4,2,0,0,0,0
2097,0,5,5,9,1,10,0,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,2,0,0,0,0
2098,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2099,0,6,12,21,2,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,24,0,0,5,7,3,0,0,0,0
2100,0,2,12,1,2,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,9,0,0,4,2,0,0,0,0,0
2101,0,1,18,2,1,8,0,12,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,4,3,0,0,0,0
2102,0,3,36,2,3,17,0,21,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,4,8,2,0,0,0,0
2103,1,10,7,13,1,17,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,23,0,0,1,7,0,0,0,0,0
2104,0,2,16,1,2,8,0,9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0
2105,0,3,17,5,2,7,0,16,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,5,3,0,0,0,0
2106,0,3,32,0,3,16,0,16,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,6,2,0,0,0,0
2107,0,2,20,2,2,8,0,14,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,3,3,0,0,0,0
2108,2,4,34,5,3,18,0,24,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,4,9,3,0,0,0,0
2109,0,8,11,21,3,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,26,0,0,4,8,2,0,0,0,0
2110,0,2,27,7,2,14,0,20,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,5,3,0,0,0,0
2111,0,3,37,1,3,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,28,0,0,4,9,0,0,0,0,0
2112,0,3,28,18,3,19,0,27,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,31,0,0,5,10,3,0,0,0,0
2113,0,2,28,0,2,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,20,0,0,4,5,1,0,0,0,0
2114,0,3,31,4,3,14,0,21,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,4,8,3,0,0,0,0
2115,0,0,15,4,0,9,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,5,12,0,0,0,4,3,0,0,0,0
2116,0,1,28,4,1,14,0,18,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,7,2,0,0,0,0
2118,0,1,33,3,1,17,0,19,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,8,3,0,0,0,0
2120,0,24,20,16,15,16,0,29,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,2,12,21,7,0,0,0,0
2121,0,19,60,9,18,30,0,40,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,2,15,34,6,0,0,0,0
2122,0,15,36,3,14,14,0,26,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2,10,22,4,0,0,0,0
2123,0,16,53,5,15,28,0,31,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,9,31,6,0,0,0,0
2124,0,14,13,4,9,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,12,1,0,2,10,6,0,0,0,0
2125,0,13,34,5,13,18,0,21,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,20,1,1,8,18,4,0,0,0,0
2126,1,10,44,4,10,20,0,29,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,11,20,1,0,0,0,1
2127,1,29,25,14,14,23,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,28,1,1,12,22,5,0,0,0,0
2128,0,11,12,13,6,12,0,18,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,9,9,1,0,0,0,0
2129,0,10,9,4,10,7,0,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,9,0,0,0,0,0
2130,0,42,23,23,17,32,0,39,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,2,14,32,7,0,0,0,0
2131,0,12,47,2,12,23,0,26,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,2,11,20,5,0,0,0,1
2132,0,8,33,6,7,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,15,0,2,14,14,2,0,0,0,0
2133,2,12,34,4,12,16,0,24,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,11,19,4,0,0,0,0
2134,0,14,17,5,10,9,0,17,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,7,15,1,0,0,0,1
2135,0,17,13,18,11,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,15,0,1,10,20,2,0,0,0,0
2136,0,18,47,2,17,20,0,30,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,8,32,5,0,0,0,0
2137,0,11,22,4,11,12,0,14,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,14,1,1,8,12,1,0,0,0,0
2139,0,15,50,3,15,25,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,28,0,0,10,27,3,0,0,0,0
2140,0,12,32,2,12,16,0,18,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,7,14,1,0,0,0,0
2141,0,19,20,13,16,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,14,1,1,10,24,1,0,0,0,1
2142,0,17,18,15,14,11,0,25,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,12,20,3,0,0,0,0
2143,1,17,52,17,17,33,0,37,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,34,1,2,15,28,7,0,0,0,0
2144,0,16,63,0,16,26,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,26,0,2,13,33,5,0,0,0,0
2145,0,8,39,1,8,19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,21,0,0,7,18,2,0,0,0,0
2146,1,10,64,2,10,29,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,32,1,2,13,23,6,0,0,0,0
2147,0,17,55,6,17,28,0,33,0,0,0,49,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,31,1,2,14,27,3,0,0,0,0
2148,1,18,71,4,18,34,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,34,1,2,15,36,6,0,0,0,0
2149,1,17,52,5,17,24,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,25,0,2,13,28,7,0,0,0,0
2150,2,29,20,17,16,17,0,35,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,2,13,26,4,0,0,0,0
2151,0,28,17,18,13,24,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,26,1,2,10,20,4,0,0,0,0
2152,0,23,15,19,12,16,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,18,0,2,13,21,2,0,0,0,1
2153,0,12,61,8,12,33,0,36,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,33,1,2,12,27,6,0,0,0,0
2154,0,22,21,11,13,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,30,0,0,18,1,1,8,25,1,0,0,0,0
2155,0,8,23,1,8,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,7,0,1,8,14,2,0,0,0,0
2156,0,13,56,4,13,26,0,34,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,12,24,7,0,0,0,0
2157,0,19,71,1,19,32,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,33,1,2,15,34,6,0,0,0,0
2159,1,12,46,1,12,21,0,27,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,2,11,20,5,0,0,0,0
2160,0,16,49,2,16,25,0,26,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,11,23,5,0,0,0,1
2161,0,20,74,2,20,33,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,34,1,2,15,36,7,0,0,0,1
2162,0,9,34,0,9,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,14,0,0,9,17,3,0,0,0,0
2163,0,17,65,3,17,31,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,31,0,2,15,30,7,0,0,0,0
2164,0,12,24,8,11,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,12,0,0,10,17,5,0,0,0,0
2165,0,18,46,23,18,31,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,32,1,2,14,33,5,0,0,0,0
2166,0,19,24,13,9,20,0,27,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,13,19,3,0,0,0,0
2167,3,43,20,29,20,32,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,33,1,2,15,36,7,0,0,0,1
2168,0,18,40,8,14,22,0,30,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,2,12,22,7,0,0,0,1
2169,0,10,45,4,8,19,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,22,1,2,12,17,5,0,0,0,0
2170,0,26,13,23,11,21,0,30,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,14,23,1,0,0,0,1
2171,0,4,52,5,4,27,0,30,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,10,13,7,0,0,0,1
2172,3,15,66,0,15,31,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,30,1,2,13,31,6,0,0,0,1
2173,0,1,5,4,1,4,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,2,0,0,0,1
2174,0,11,47,6,10,19,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,20,1,2,14,20,7,0,0,0,0
2175,0,17,51,7,17,25,0,33,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,14,32,4,0,0,0,0
2176,0,8,39,0,8,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,18,0,2,7,17,2,0,0,0,1
2177,0,11,52,4,11,23,0,33,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,23,1,2,14,22,5,0,0,0,0
2178,0,9,32,4,9,14,0,22,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,8,15,1,0,0,0,0
2179,0,24,20,12,15,16,0,25,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,11,19,4,0,0,0,1
2181,0,18,72,0,18,31,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,32,1,2,14,35,6,0,0,0,0
2182,0,11,35,6,11,17,0,24,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,18,0,2,8,18,5,0,0,0,1
2183,0,16,50,5,14,23,0,34,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,2,13,25,7,0,0,0,0
2184,1,17,12,11,11,11,0,19,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,6,16,5,0,0,0,0
2185,1,17,18,15,9,19,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,17,1,1,12,19,1,0,0,0,0
2186,1,17,48,4,14,26,0,30,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,10,32,4,0,0,0,0
2187,0,15,18,11,11,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,13,1,0,7,19,4,0,0,0,0
2188,0,22,22,14,13,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,18,1,2,12,19,6,0,0,0,0
2189,1,9,48,5,9,23,0,31,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,14,23,2,0,0,0,0
2191,0,14,57,0,14,27,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,29,1,1,11,22,7,0,0,0,0
2192,0,21,48,8,14,28,0,35,0,0,0,26,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,27,0,2,14,30,4,0,0,0,0
2193,0,21,18,14,14,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,17,0,0,9,20,7,0,0,0,0
2194,0,15,55,9,15,27,0,37,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,2,13,29,5,0,0,0,0
2195,0,10,25,10,6,12,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,11,1,1,13,13,6,0,0,0,0
2197,0,14,9,6,8,8,0,13,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,7,12,2,0,0,0,0
2198,0,17,13,13,12,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,14,0,0,10,16,3,0,0,0,0
2199,1,17,57,1,17,27,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,28,1,2,11,29,5,0,0,0,0
2200,0,9,32,3,9,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,14,0,2,10,12,5,0,0,0,1
2201,0,16,64,0,16,31,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,31,0,1,11,30,6,0,0,0,1
2202,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2203,0,17,61,5,17,30,0,36,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,11,36,6,0,0,0,0
2204,0,9,39,6,9,19,0,26,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,18,1,0,10,21,4,0,0,0,0
2205,0,38,30,13,17,27,0,37,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,2,15,30,6,0,0,0,0
2206,0,14,56,7,14,28,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,29,1,1,14,28,4,0,0,0,0
2207,0,11,23,7,11,14,0,16,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,7,13,5,0,0,0,0
2209,0,19,61,1,19,27,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,27,1,2,14,30,6,0,0,0,1
2210,1,18,58,3,18,22,0,40,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,2,15,31,6,0,0,0,1
2211,0,16,54,3,16,24,0,33,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,2,13,27,7,0,0,0,0
2212,0,18,60,0,17,29,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,31,0,1,13,30,3,0,0,0,0
2213,0,6,22,1,6,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,7,1,1,5,13,2,0,0,0,0
2214,1,17,51,8,17,27,0,33,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,27,1,2,13,29,5,0,0,0,0
2215,0,19,48,5,18,22,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,22,1,2,11,29,6,0,0,0,1
2216,0,24,22,18,13,19,0,32,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,1,12,21,5,0,0,0,0
2218,0,13,7,7,10,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,9,0,0,1,15,2,0,0,0,0
2219,0,13,9,12,11,5,0,18,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,8,17,2,0,0,0,0
2220,1,5,44,6,5,24,0,27,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,7,15,6,0,0,0,0
2221,0,16,57,0,16,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,21,1,1,13,31,5,0,0,0,1
2222,0,17,47,4,17,24,0,27,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,9,28,6,0,0,0,0
2223,0,7,41,0,7,16,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,19,0,1,9,13,6,0,0,0,0
2224,0,9,26,1,9,7,0,20,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,9,12,2,0,0,0,0
2225,0,15,47,4,15,19,0,32,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,2,14,25,3,0,0,0,0
