tid,governo_alinhamento~Lula_2/indefinido,governo_alinhamento~Lula_2/nao se aplica,governo_alinhamento~Lula_2/votou com o governo,governo_alinhamento~Lula_2/votou contra o governo,orientacaoGoverno~Liberado,orientacaoGoverno~Não,orientacaoGoverno~Obstrução,orientacaoGoverno~Sim,partido~Avante,partido~Cidadania,partido~DEM,partido~MDB,partido~PAN,partido~PCdoB,partido~PDT,partido~PHS,partido~PL,partido~PMN,partido~PP,partido~PRB,partido~PRTB,partido~PSB,partido~PSC,partido~PSDB,partido~PSOL,partido~PT,partido~PTB,partido~PTC,partido~PV,partido~Sem_Partido,tipoProposicao~MPV,tipoProposicao~MSC,tipoProposicao~PDC,tipoProposicao~PEC,tipoProposicao~PL,tipoProposicao~PLP,tipoProposicao~PLV,tipoProposicao~PRC,tipoProposicao~REC,tipoProposicao~REQ
1,0,13,11,13,6,15,0,16,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,8,3,4,0,0,0,0
2,0,1,2,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
3,5,10,75,7,9,49,0,39,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,29,5,13,0,0,0,0
4,0,14,78,2,14,43,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,44,0,0,35,7,8,0,0,0,0
5,1,11,67,4,11,36,0,36,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,27,7,7,0,0,0,0
6,1,26,9,25,8,33,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,30,0,0,14,6,11,0,0,0,0
7,1,9,76,6,9,45,0,38,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,42,0,0,29,7,14,0,0,0,0
8,1,12,74,4,12,41,0,38,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,35,7,16,0,0,0,0
9,1,27,8,32,4,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,26,0,0,27,5,10,0,0,0,0
10,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
11,0,59,12,32,18,47,0,38,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,30,7,17,0,0,0,0
12,0,13,79,2,13,45,0,36,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,33,6,15,0,0,0,0
13,0,11,53,5,11,31,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,31,0,0,21,6,11,0,0,0,0
14,0,11,68,0,10,32,0,37,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,27,1,13,0,0,0,0
15,0,2,33,4,1,15,0,23,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,19,4,3,0,0,0,0
16,0,21,9,27,8,25,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,23,0,0,17,4,13,0,0,0,0
17,0,18,74,2,18,42,0,34,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,25,6,15,0,0,0,0
18,0,12,71,1,11,39,0,34,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,35,0,0,31,4,14,0,0,0,0
20,0,16,85,1,16,45,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,50,0,0,32,7,13,0,0,0,0
21,0,29,12,32,9,34,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,30,0,0,25,7,11,0,0,0,0
22,0,16,12,26,8,23,0,23,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,5,14,0,0,0,0
23,0,17,93,6,17,56,0,43,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,56,0,0,36,7,17,0,0,0,0
24,0,16,93,1,16,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,54,0,0,33,7,16,0,0,0,0
25,0,16,84,1,16,43,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,47,0,0,30,7,17,0,0,0,0
26,0,19,99,2,19,55,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,61,0,0,35,7,17,0,0,0,0
27,0,19,82,19,18,56,0,46,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,35,7,17,0,0,0,0
28,0,50,7,34,11,47,0,33,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,25,7,13,0,0,0,0
29,0,35,9,34,7,33,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,31,0,0,32,6,9,0,0,0,0
30,0,40,11,38,11,34,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,38,0,0,30,6,15,0,0,0,0
31,0,12,77,4,12,41,0,40,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,44,0,0,35,6,8,0,0,0,0
32,0,1,6,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,3,1,2,0,0,0,0
33,1,15,79,0,14,45,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,43,0,0,30,7,15,0,0,0,0
34,2,18,85,4,18,47,0,44,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,34,7,17,0,0,0,0
35,0,12,78,1,12,42,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,42,0,0,34,6,9,0,0,0,0
37,0,7,68,2,6,39,0,32,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,29,6,8,0,0,0,0
38,0,17,91,3,17,50,0,44,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,32,7,17,0,0,0,0
40,0,16,97,0,15,57,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,54,0,0,36,7,16,0,0,0,0
41,0,10,30,19,10,21,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,20,0,0,23,3,13,0,0,0,0
42,0,18,22,76,18,53,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,58,0,0,35,7,16,0,0,0,0
43,0,35,5,30,10,35,0,25,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,13,5,14,0,0,0,0
44,1,54,11,34,12,50,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,51,0,0,29,7,13,0,0,0,0
45,0,14,95,2,13,54,0,44,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,36,6,10,0,0,0,0
46,0,12,80,3,11,46,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,44,0,0,30,6,15,0,0,0,0
47,0,12,70,4,12,36,0,38,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,31,7,17,0,0,0,0
48,0,19,93,2,19,53,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,56,0,0,35,7,16,0,0,0,0
49,0,14,12,67,14,41,0,38,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,31,7,16,0,0,0,0
50,0,17,89,6,16,51,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,57,0,0,32,7,16,0,0,0,0
51,0,62,13,34,15,50,0,44,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,33,7,15,0,0,0,0
52,0,14,84,1,14,47,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,48,0,0,33,5,13,0,0,0,0
53,0,18,89,10,15,58,0,44,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,36,6,13,0,0,0,0
54,0,13,74,4,13,43,0,35,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,20,3,12,0,0,0,0
55,0,18,100,1,18,56,0,45,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,59,0,0,36,7,17,0,0,0,0
56,0,8,36,1,8,18,0,19,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,19,2,7,0,0,0,0
57,1,9,56,2,9,34,0,25,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,15,5,9,0,0,0,0
59,0,17,103,1,16,58,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,61,0,0,36,7,17,0,0,0,0
60,1,9,65,3,9,36,0,33,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,31,0,0,33,7,7,0,0,0,0
61,0,14,79,4,13,42,0,42,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,32,7,16,0,0,0,0
62,0,0,3,1,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0
63,1,11,1,16,3,17,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,8,0,0,7,6,8,0,0,0,0
64,0,12,76,2,12,38,0,40,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,32,4,7,0,0,0,0
65,0,41,10,31,13,32,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,35,0,0,26,7,14,0,0,0,0
66,0,16,10,21,10,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,21,0,0,5,6,15,0,0,0,0
67,0,14,62,0,13,25,0,38,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,24,2,10,0,0,0,0
68,0,18,92,1,17,50,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,55,0,0,36,3,17,0,0,0,0
69,0,0,3,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
70,0,13,84,1,13,48,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,43,0,0,34,7,14,0,0,0,0
71,0,18,97,3,17,57,0,44,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,35,7,15,0,0,0,0
72,0,28,7,19,6,30,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,29,0,0,16,6,3,0,0,0,0
73,1,10,44,3,10,26,0,22,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,19,3,7,0,0,0,0
74,0,17,11,28,8,21,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,17,0,0,22,6,11,0,0,0,0
75,0,18,85,6,17,49,0,43,0,0,0,71,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,55,0,0,32,7,15,0,0,0,0
76,0,18,3,12,6,14,0,13,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,1,7,0,0,0,0
77,0,22,10,30,6,27,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,23,0,0,23,5,11,0,0,0,0
78,0,15,89,0,15,47,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,45,0,0,35,7,17,0,0,0,0
79,0,13,70,2,13,40,0,32,0,0,0,0,0,0,0,0,0,0,61,24,0,0,0,0,0,0,0,0,0,0,36,0,0,27,7,15,0,0,0,0
81,0,1,23,0,1,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,7,0,0,13,3,1,0,0,0,0
82,2,13,84,1,13,47,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,51,0,0,30,5,14,0,0,0,0
83,1,15,82,5,15,44,0,44,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,32,7,16,0,0,0,0
84,8,12,51,1,12,31,0,29,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,36,0,0,18,5,13,0,0,0,0
85,0,3,51,4,3,29,0,26,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,20,5,5,0,0,0,0
86,0,25,8,20,6,25,0,22,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,21,2,6,0,0,0,0
87,0,7,72,2,6,40,0,35,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,33,6,11,0,0,0,0
89,0,16,93,1,16,52,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,52,0,0,34,7,17,0,0,0,0
90,0,18,87,2,16,55,0,36,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,31,6,14,0,0,0,0
91,0,14,68,3,14,42,0,29,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,21,5,16,0,0,0,0
92,0,18,94,2,18,54,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,58,0,0,34,7,15,0,0,0,0
94,0,11,63,2,9,32,0,35,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,34,0,0,29,4,9,0,0,0,0
96,0,23,12,22,9,29,0,19,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,13,6,12,0,0,0,0
97,1,19,8,9,8,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,13,0,0,9,2,13,0,0,0,0
98,0,14,93,2,14,49,0,46,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,5,0,0,0,52,0,0,33,7,17,0,0,0,0
99,1,8,42,1,8,31,0,13,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,24,0,0,30,0,0,15,3,4,0,0,0,0
100,0,33,13,29,6,39,0,30,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,23,5,11,0,0,0,0
101,4,29,10,16,11,20,0,28,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,17,1,13,0,0,0,0
102,0,20,85,1,18,49,0,39,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,30,6,15,0,0,0,0
103,0,14,87,3,14,49,0,41,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,32,7,15,0,0,0,0
104,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105,1,14,80,0,14,45,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,47,0,0,29,5,14,0,0,0,0
106,0,15,89,2,15,50,0,41,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,35,6,16,0,0,0,0
107,0,11,76,0,11,37,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,40,0,0,34,2,11,0,0,0,0
108,0,10,77,2,10,43,0,36,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,27,5,13,0,0,0,0
109,0,11,89,2,11,49,0,42,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,31,7,14,0,0,0,0
110,0,10,67,11,10,41,0,37,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,30,4,14,0,0,0,0
111,0,25,3,19,9,21,0,17,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,7,5,11,0,0,0,0
112,0,18,93,3,16,52,1,45,0,0,0,0,0,0,55,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,58,0,0,34,6,16,0,0,0,0
113,0,13,69,5,11,41,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,43,0,0,29,4,11,0,0,0,0
114,0,7,78,2,7,45,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,48,0,0,30,5,4,0,0,0,0
115,2,15,93,3,15,54,0,44,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,56,0,0,34,7,16,0,0,0,0
117,0,13,89,1,12,49,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,53,0,0,30,6,14,0,0,0,0
118,0,17,91,2,16,50,0,44,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,32,7,17,0,0,0,0
120,0,1,51,0,1,27,0,24,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,28,1,0,0,0,0,0
121,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
122,0,3,19,0,3,10,0,9,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,9,0,0,0,0
123,2,19,5,16,6,16,0,20,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,7,1,9,0,0,0,0
124,0,8,53,2,8,27,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,21,0,0,22,7,13,0,0,0,0
125,1,15,59,21,13,47,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,47,0,0,28,5,16,0,0,0,0
127,1,31,7,27,8,33,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,30,0,0,25,7,4,0,0,0,0
128,0,17,91,0,17,46,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,49,0,0,35,7,17,0,0,0,0
129,0,15,60,37,15,54,0,43,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,34,7,17,0,0,0,0
130,0,16,95,3,16,54,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,56,0,0,36,6,16,0,0,0,0
131,0,5,58,7,5,34,0,31,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,27,6,7,0,0,0,0
132,0,18,92,1,18,50,0,43,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,34,6,15,0,0,0,0
133,1,32,14,17,11,29,0,24,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,11,7,11,0,0,0,0
134,0,16,90,3,16,53,0,40,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,36,7,9,0,0,0,0
135,0,35,6,35,9,38,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,35,0,0,25,6,10,0,0,0,0
136,1,16,74,3,16,42,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,43,0,0,31,5,15,0,0,0,0
137,0,16,83,3,15,49,0,38,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,35,7,8,0,0,0,0
138,0,14,85,0,14,44,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,47,0,0,32,6,14,0,0,0,0
139,0,11,69,12,10,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,40,0,0,34,6,12,0,0,0,0
140,0,16,7,33,7,19,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,19,0,0,21,5,11,0,0,0,0
141,0,16,81,4,15,44,1,41,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,35,4,13,0,0,0,0
142,1,9,9,15,3,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,17,0,0,10,4,3,0,0,0,0
144,0,13,9,25,6,19,0,22,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,17,5,5,0,0,0,0
145,1,15,77,1,15,41,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,45,0,0,31,4,14,0,0,0,0
146,0,11,77,1,11,38,0,40,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,43,0,0,29,3,14,0,0,0,0
147,0,12,8,20,6,15,0,19,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,2,9,0,0,0,0
148,0,14,75,2,14,38,0,39,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,29,5,16,0,0,0,0
149,0,20,89,1,18,50,0,42,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,55,0,0,35,4,16,0,0,0,0
150,0,17,57,1,12,33,0,30,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,21,3,16,0,0,0,0
151,0,11,92,1,10,52,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,57,0,0,31,6,10,0,0,0,0
152,0,1,5,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0
153,0,69,5,39,16,54,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,61,0,0,32,6,14,0,0,0,0
154,0,3,12,3,3,12,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,1,1,0,0,0,0
155,0,12,83,0,12,46,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,44,0,0,35,2,14,0,0,0,0
156,0,16,84,2,15,48,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,48,0,0,33,7,14,0,0,0,0
157,0,17,84,2,17,45,0,41,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,52,0,0,30,7,14,0,0,0,0
158,0,9,62,0,8,35,0,28,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,23,3,7,0,0,0,0
159,0,15,84,2,15,45,0,41,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,35,7,15,0,0,0,0
161,0,38,10,31,12,33,1,33,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,24,6,14,0,0,0,0
162,0,42,12,31,11,41,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,38,0,0,26,7,14,0,0,0,0
164,0,50,13,38,14,47,0,40,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,33,7,14,0,0,0,0
165,2,14,70,3,12,36,0,41,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,30,3,14,0,0,0,0
166,0,17,96,1,16,53,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,56,0,0,35,7,16,0,0,0,0
167,1,26,19,38,11,39,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,43,0,0,26,4,11,0,0,0,0
168,0,5,65,2,5,38,0,29,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,28,2,5,0,0,0,0
169,0,13,64,1,13,32,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,34,0,0,29,3,12,0,0,0,0
170,0,25,11,12,9,27,0,12,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,12,1,10,0,0,0,0
172,0,12,62,5,9,34,0,36,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,27,2,9,0,0,0,0
173,0,16,93,3,15,52,0,45,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,33,7,17,0,0,0,0
174,1,16,89,3,16,52,0,41,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,33,6,16,0,0,0,0
175,0,25,14,19,7,26,0,25,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,14,3,15,0,0,0,0
176,38,19,18,35,19,49,0,42,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,30,6,14,0,0,0,0
177,0,9,83,2,9,46,0,39,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,32,6,10,0,0,0,0
178,0,15,72,3,15,41,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,38,0,0,29,7,16,0,0,0,0
180,0,13,82,0,13,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,43,0,0,31,6,15,0,0,0,0
181,0,14,11,32,6,23,0,28,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,17,7,11,0,0,0,0
