tid,governo_alinhamento~Temer_1/indefinido,governo_alinhamento~Temer_1/nao se aplica,governo_alinhamento~Temer_1/votou com o governo,governo_alinhamento~Temer_1/votou contra o governo,orientacaoGoverno~Liberado,orientacaoGoverno~Não,orientacaoGoverno~Obstrução,orientacaoGoverno~Sim,partido~Avante,partido~Cidadania,partido~DEM,partido~MDB,partido~PCdoB,partido~PDT,partido~PHS,partido~PL,partido~PMB,partido~PP,partido~PPL,partido~PRB,partido~PROS,partido~PRP,partido~PRTB,partido~PSB,partido~PSC,partido~PSD,partido~PSDB,partido~PSL,partido~PSOL,partido~PT,partido~PTB,partido~PV,partido~Patriota,partido~Podemos,partido~Rede,partido~Sem_Partido,partido~Solidariedade,tipoProposicao~DCR,tipoProposicao~MPV,tipoProposicao~MSC,tipoProposicao~PDC,tipoProposicao~PEC,tipoProposicao~PL,tipoProposicao~PLN,tipoProposicao~PLP,tipoProposicao~REC,tipoProposicao~REP,tipoProposicao~REQ
11149,0,9,77,0,9,33,0,44,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,7,14,0,24,0,0,11
11150,0,2,10,0,2,6,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,3,0,0,1
11151,0,1,4,3,0,3,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,2
11154,0,46,10,21,8,28,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,24,1,0,5,15,0,20,0,0,12
11155,0,6,45,8,6,24,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,5,0,22,0,0,11
11156,0,3,37,0,3,16,0,21,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,9,0,19,0,0,3
11157,0,0,3,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
11158,0,10,64,5,10,29,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,7,14,0,20,0,0,14
11159,0,6,59,2,6,28,0,33,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,6,13,0,20,0,0,7
11160,0,7,71,0,7,32,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,25,1,0,6,10,0,25,0,0,11
11161,0,9,50,1,9,20,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,9,1,0,6,16,0,18,0,0,10
11162,0,11,79,2,11,37,0,44,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,7,16,0,26,0,0,13
11164,0,12,75,2,12,34,0,43,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,6,11,0,27,0,0,13
11165,0,10,67,1,10,27,0,41,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,7,15,0,23,0,0,11
11166,1,8,52,8,8,33,0,28,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,4,12,0,18,0,0,7
11167,0,23,18,18,6,23,0,30,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,3,4,0,16,0,0,11
11169,0,1,4,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
11170,1,7,70,3,7,33,0,41,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,7,9,0,24,0,0,11
11172,0,10,76,4,10,35,0,45,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,6,14,0,25,0,0,12
11173,0,39,13,23,10,28,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,24,1,0,5,14,0,19,0,0,12
11174,0,29,8,19,7,25,0,24,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,7,11,0,14,0,0,6
11176,1,6,50,16,6,31,0,36,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,15,0,16,0,0,8
11177,0,4,50,10,4,29,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,23,0,0,5,12,0,19,0,0,5
11178,0,11,78,1,11,33,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,7,16,0,25,0,0,13
11179,0,9,68,0,9,28,0,40,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,6,10,0,22,0,0,12
11180,0,6,69,0,6,32,0,37,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,6,15,0,24,0,0,7
11181,0,30,22,21,9,29,0,35,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,6,15,0,23,0,0,12
11182,0,8,45,4,8,21,0,28,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,4,11,0,15,0,0,12
11184,0,11,76,1,11,38,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,32,1,0,7,16,0,22,0,0,10
11185,0,4,45,4,4,26,0,23,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,4,11,0,14,0,0,4
11186,2,9,64,7,9,35,0,38,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,6,14,0,26,0,0,8
11188,0,11,65,0,11,28,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,20,1,0,7,14,0,22,0,0,12
11189,1,8,48,7,8,23,0,33,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,5,11,0,19,0,0,9
11190,0,10,70,1,10,32,0,39,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,3,15,0,25,0,0,12
11191,0,6,63,3,6,28,0,38,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,5,11,0,24,0,0,9
11192,0,13,61,7,11,34,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,6,16,0,20,0,0,9
11193,1,33,23,26,9,35,0,39,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,5,13,0,24,0,0,11
11194,0,45,15,20,12,30,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,23,0,0,7,15,0,21,0,0,14
11196,0,10,47,15,10,26,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,23,1,0,7,14,0,18,0,0,9
11198,0,10,63,4,10,28,0,39,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,7,10,0,24,0,0,12
11200,0,7,45,6,7,19,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,5,10,0,19,0,0,8
11202,0,8,56,1,8,25,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,12,0,16,0,0,8
11205,0,12,72,13,12,39,0,46,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,7,16,0,27,0,0,14
11206,0,10,80,0,10,34,0,46,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,7,16,0,24,0,0,12
11207,1,7,71,0,7,32,0,40,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,6,13,0,22,0,0,9
11209,1,11,65,1,11,30,0,37,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,7,15,0,22,0,0,13
11211,0,9,76,3,9,35,0,44,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,5,16,0,23,0,0,11
11212,0,52,14,25,10,37,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,29,1,0,6,15,0,26,0,0,14
11213,0,45,12,21,12,31,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,27,1,0,5,15,0,17,0,0,13
11214,0,7,54,3,7,24,0,33,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,6,11,0,20,0,0,7
11215,0,46,11,23,10,31,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,29,1,0,5,13,0,21,0,0,11
11216,0,11,64,3,11,32,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,22,1,0,5,15,0,22,0,0,13
11217,1,11,62,13,11,34,0,42,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,7,16,0,24,0,0,11
11218,0,17,9,8,4,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,12,0,0,5,8,0,7,0,0,2
11219,0,54,12,22,10,36,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,32,1,0,5,16,0,22,0,0,12
11220,1,4,51,6,4,26,0,32,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,6,10,0,23,0,0,8
11222,0,10,42,2,10,17,0,27,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,5,14,0,13,0,0,12
11223,0,0,13,0,0,6,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,2,0,0,1
11224,0,8,68,3,8,30,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,26,1,0,6,15,0,22,0,0,9
11225,0,10,57,13,10,28,0,42,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,6,9,0,23,0,0,12
11226,0,49,6,26,11,32,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,29,1,0,5,15,0,18,0,0,13
11227,0,45,6,27,9,29,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,28,1,0,4,15,0,19,0,0,11
11228,0,9,46,8,9,23,0,31,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,7,13,0,21,0,0,10
11230,1,8,63,3,8,30,0,37,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,6,7,0,23,0,0,12
11232,0,32,9,52,11,37,0,45,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,6,16,0,25,0,0,14
11233,0,3,44,3,3,21,0,26,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,5,4,0,14,0,0,7
11234,0,15,11,11,3,16,0,18,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,7,0,15,0,0,4
11235,0,9,68,0,9,28,0,40,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,7,12,0,22,0,0,12
11236,0,6,60,2,6,26,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,19,1,0,5,13,0,22,0,0,8
11238,1,22,22,24,6,28,0,35,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,5,13,0,20,0,0,6
11239,0,10,61,0,10,24,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,16,1,0,5,13,0,24,0,0,12
11240,0,5,56,6,5,25,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,24,1,0,6,6,0,21,0,0,9
11241,1,27,8,11,4,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,21,0,0,3,5,0,10,0,0,8
11242,1,55,13,25,12,37,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,31,1,0,7,16,0,25,0,0,14
11243,0,9,13,64,9,37,0,40,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,5,15,0,27,0,0,10
11244,0,11,71,7,11,35,0,43,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,7,13,0,24,0,0,14
11245,0,43,9,25,10,33,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,31,1,0,5,16,0,16,0,0,8
11246,0,36,18,21,12,24,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,24,1,0,6,13,0,19,0,0,12
11775,0,34,63,5,33,33,1,35,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,0,0,24,14,1,1,0,0,9
11776,3,2,6,0,1,6,1,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0
11777,0,36,73,0,35,31,0,43,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1,48,0,0,28,12,2,4,0,0,14
11778,0,72,26,23,35,40,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,2,57,0,1,26,15,2,4,0,0,14
11779,0,38,65,16,37,36,1,45,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,0,1,29,13,2,4,0,0,15
11781,0,21,31,2,20,14,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,16,6,2,0,0,0,5
11782,0,26,63,2,25,29,1,36,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,0,1,24,9,2,4,0,0,10
11783,0,53,25,19,26,29,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,2,41,0,1,21,14,1,4,0,0,13
11784,0,28,54,11,28,32,0,33,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,0,1,17,13,1,4,0,0,13
11785,0,58,27,21,30,37,1,38,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55,0,1,19,12,2,4,0,0,11
11786,0,18,48,0,18,19,0,29,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,19,7,2,2,0,0,7
11787,0,31,56,6,30,31,1,31,0,0,86,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,0,0,22,14,1,2,0,0,11
11788,0,34,68,2,33,32,1,38,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1,28,14,2,4,0,0,14
11789,0,36,77,3,35,37,1,43,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,1,29,14,2,4,0,0,14
11790,0,25,68,1,25,34,0,35,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,0,0,17,13,1,3,0,0,9
11792,0,25,44,3,25,19,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,2,27,0,0,22,7,2,3,0,0,9
11793,0,32,43,16,31,21,1,38,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,0,1,24,8,0,2,0,0,12
11794,0,19,21,1,19,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,2,18,0,0,9,7,0,0,0,0,5
11795,2,25,36,2,25,20,0,20,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,21,8,0,0,0,0,7
11796,0,33,66,2,32,30,1,38,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,25,15,2,3,0,0,13
11797,0,30,41,3,29,18,1,26,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,0,24,7,1,1,0,0,9
11798,1,28,44,2,28,21,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,2,31,0,1,22,5,1,1,0,0,12
11799,0,28,65,6,27,36,1,35,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,0,1,22,14,1,4,0,0,10
11800,0,65,21,18,34,31,1,38,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,0,1,23,15,2,3,0,0,14
11801,0,48,20,23,27,29,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,2,41,0,1,22,10,2,3,0,0,10
11802,0,19,45,0,18,21,1,24,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,14,7,1,0,0,0,9
11803,0,16,32,3,15,15,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,2,19,0,0,20,3,0,1,0,0,6
11804,3,45,21,20,20,30,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,2,37,0,0,24,9,1,4,0,0,12
11806,2,65,26,20,35,38,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,2,51,0,1,28,13,0,4,0,0,14
11807,0,31,71,1,29,35,1,38,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,0,0,23,14,2,4,0,0,11
11808,0,24,53,3,24,22,0,34,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,22,8,1,2,0,0,9
11809,0,61,35,19,33,36,1,45,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,0,1,29,15,1,4,0,0,14
11810,0,16,20,1,16,9,0,12,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,1,8,5,0,2,0,0,3
11812,0,69,22,26,35,41,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,2,57,0,1,26,16,1,2,0,0,12
11816,0,2,3,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2
11818,0,17,35,2,17,16,0,21,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,0,11,4,2,1,0,0,4
11819,1,52,32,22,32,34,1,40,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,1,27,12,1,2,0,0,12
11820,0,41,17,19,27,19,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,2,35,0,1,20,9,0,2,0,0,8
11821,0,18,24,25,17,23,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,2,32,0,0,13,8,0,4,0,0,8
11822,0,29,38,18,27,25,1,32,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,0,1,24,6,2,2,0,0,11
11824,0,25,32,0,24,14,1,18,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,1,17,7,2,0,0,0,7
11825,0,18,45,3,18,18,0,30,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,1,13,10,2,4,0,0,10
11826,0,1,9,0,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0
11827,1,60,18,19,33,34,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,2,44,0,1,23,14,1,1,0,0,12
11828,0,64,23,18,37,30,1,37,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,1,28,11,1,4,0,0,13
11829,0,62,31,19,34,35,1,42,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,0,1,26,13,2,3,0,0,14
11831,0,28,55,2,28,27,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2,37,0,1,21,9,2,2,0,0,11
11833,0,41,28,46,36,35,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,2,50,0,1,28,15,1,2,0,0,16
11834,0,26,56,0,25,20,1,36,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,24,10,1,1,0,0,12
11836,1,49,19,17,33,23,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,2,32,0,1,24,12,1,3,0,0,11
11837,0,25,66,2,24,31,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,2,45,0,0,17,12,1,2,0,0,14
11839,0,35,75,8,33,37,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,2,50,0,1,28,16,2,4,0,0,15
11840,1,65,26,23,37,37,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,2,48,0,1,29,16,1,4,0,0,14
11842,1,19,40,2,19,19,0,24,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,0,20,5,0,2,0,0,8
11843,0,22,45,0,22,20,0,25,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,1,15,8,0,3,0,0,9
11844,0,29,65,2,28,32,1,35,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,0,0,21,12,1,2,0,0,11
11845,0,65,22,22,33,32,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,2,47,0,1,27,13,2,4,0,0,13
11846,0,13,27,0,13,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,2,18,0,0,15,1,0,0,0,0,4
