tid,governo_alinhamento~Bolsonaro_1/indefinido,governo_alinhamento~Bolsonaro_1/nao se aplica,governo_alinhamento~Bolsonaro_1/votou com o governo,governo_alinhamento~Bolsonaro_1/votou contra o governo,orientacaoGoverno~Liberado,orientacaoGoverno~Não,orientacaoGoverno~Obstrução,orientacaoGoverno~Sem_orientação,orientacaoGoverno~Sim,partido~Avante,partido~Cidadania,partido~DC,partido~DEM,partido~MDB,partido~Novo,partido~PCdoB,partido~PDT,partido~PHS,partido~PL,partido~PMN,partido~PP,partido~PPL,partido~PRB,partido~PROS,partido~PRP,partido~PSB,partido~PSC,partido~PSD,partido~PSDB,partido~PSL,partido~PSOL,partido~PT,partido~PTB,partido~PTC,partido~PV,partido~Patriota,partido~Podemos,partido~Rede,partido~Republicanos,partido~Sem_Partido,partido~Solidariedade,partido~União,tipoProposicao~MPV,tipoProposicao~MSC,tipoProposicao~PDC,tipoProposicao~PDL,tipoProposicao~PEC,tipoProposicao~PL,tipoProposicao~PLN,tipoProposicao~PLP,tipoProposicao~PRC,tipoProposicao~REC,tipoProposicao~REQ
14163,0,31,145,10,30,80,1,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,3,48,76,6,3,0,1,18
14165,0,11,90,4,10,44,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,44,27,7,3,0,0,8
14166,0,30,108,7,28,60,1,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,19,0,0,0,47,64,3,4,0,0,8
14167,0,89,29,59,29,79,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,36,0,0,4,45,64,7,3,0,1,17
14168,0,29,145,10,28,81,1,0,74,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,6,49,66,6,3,0,0,21
14169,0,77,29,54,24,67,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,30,0,0,2,46,57,7,3,0,1,14
14170,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
14171,0,15,84,7,14,43,0,0,49,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,31,26,5,0,0,1,14
14172,0,64,23,40,23,45,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,18,0,0,3,28,50,7,5,0,1,15
14173,0,72,33,45,25,63,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,23,0,0,5,33,61,7,4,0,0,17
14177,0,9,111,12,8,65,1,0,58,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,6,38,34,6,3,0,1,13
14178,0,84,32,62,30,68,1,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,33,0,0,4,44,64,6,6,0,1,20
14179,0,29,125,4,27,66,1,0,64,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,48,52,6,4,0,1,16
14181,0,13,64,3,12,29,1,0,38,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,32,23,4,3,0,1,5
14182,0,89,28,68,31,77,1,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,37,0,0,6,53,63,6,1,0,1,18
14184,1,24,113,9,23,65,1,0,58,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,46,54,4,2,0,1,10
14185,0,17,127,11,15,68,1,0,71,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,4,35,52,7,3,0,1,21
14187,0,33,137,14,32,77,1,0,74,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,6,50,72,7,6,0,0,20
14189,0,32,124,12,30,68,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,32,0,0,0,44,71,3,1,0,1,16
14190,0,28,137,11,27,75,1,0,73,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,5,46,63,6,3,0,0,18
14192,0,16,94,8,15,52,0,0,51,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,42,29,4,1,0,1,13
14193,0,19,98,7,19,52,0,0,53,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,31,43,4,4,0,1,11
14194,0,25,93,15,25,51,0,0,57,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,6,29,54,2,1,0,1,17
14199,0,30,119,15,29,66,1,0,68,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,2,49,59,5,3,0,1,15
14200,0,25,98,10,25,48,0,0,60,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,4,38,43,6,5,0,0,15
14201,0,23,102,12,22,52,1,0,62,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,46,52,4,5,0,0,11
14202,1,29,135,9,28,75,1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,32,0,0,4,48,60,7,3,0,1,19
14203,0,37,145,16,34,85,1,0,78,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,6,48,75,7,6,0,0,20
14205,0,13,106,6,12,55,1,0,57,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,2,36,45,4,0,0,1,14
14206,0,66,32,59,18,75,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,34,0,0,5,46,47,7,6,0,1,11
14207,0,27,128,7,26,68,1,0,67,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,44,60,6,4,0,0,18
14208,0,68,59,72,30,89,1,0,79,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,3,53,72,5,6,0,1,20
14209,0,28,120,20,28,67,0,0,73,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,6,46,67,4,3,0,1,17
14211,0,10,121,0,9,64,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,6,43,29,3,0,0,0,18
14212,0,35,152,3,32,86,1,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,5,41,71,7,6,0,1,20
14213,0,33,138,13,29,78,1,0,76,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,5,47,66,5,1,0,1,21
14214,0,31,161,13,30,88,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,6,52,74,6,5,0,1,22
14218,0,14,121,12,14,73,0,0,60,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,47,41,3,4,0,1,17
14219,0,18,135,6,17,77,1,0,64,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,5,43,49,5,5,0,1,16
14220,0,12,87,3,12,38,0,0,52,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,41,28,4,0,0,1,12
14221,0,25,104,12,24,52,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,23,0,0,4,41,49,5,2,0,0,17
14222,1,33,123,22,30,79,1,0,69,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,25,0,0,2,50,71,7,5,0,1,18
14223,0,26,124,4,25,60,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,5,41,51,2,2,0,1,19
14224,0,32,124,20,30,77,0,0,69,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,2,32,73,7,6,0,1,19
14225,0,8,44,23,7,33,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,40,16,1,0,0,0,3
14227,0,34,137,11,32,76,1,0,73,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,3,52,65,6,6,0,1,16
14229,0,93,21,61,27,74,1,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,48,64,7,5,0,1,16
14230,1,57,18,44,19,45,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,14,0,0,3,45,43,1,3,0,1,10
14231,0,32,157,10,30,86,1,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,38,0,0,6,50,72,6,6,0,1,20
14232,0,39,143,13,32,84,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,37,0,0,5,50,70,7,4,0,1,21
14234,0,49,46,68,28,67,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,48,57,7,6,0,1,14
14235,0,31,126,8,30,67,1,0,67,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,6,46,57,7,1,0,1,16
14237,0,13,63,0,12,28,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,42,19,0,0,0,0,7
14239,0,35,151,22,34,90,1,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,6,52,74,7,6,0,1,22
14240,0,33,127,13,30,73,1,0,69,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,46,71,5,4,0,1,15
14241,0,26,100,11,25,45,1,0,66,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,4,38,47,6,3,0,1,17
14242,0,27,97,1,27,52,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,2,5,62,4,1,0,1,16
14243,0,22,128,29,19,84,1,0,75,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,6,51,58,6,6,0,1,15
14244,0,110,24,64,30,87,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,34,0,0,4,51,74,6,6,0,1,22
14245,0,29,152,14,28,84,1,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,30,0,0,6,50,75,6,5,0,1,22
14246,0,62,52,87,31,88,1,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,6,50,75,7,3,0,1,21
14247,0,34,142,13,31,81,1,0,76,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,5,49,70,5,6,0,0,20
14248,0,2,31,4,2,13,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,1
14249,0,36,151,15,33,85,1,0,83,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,6,53,75,6,6,0,1,19
14250,0,33,154,20,32,90,1,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,6,52,74,6,6,0,1,23
14251,0,83,32,61,23,75,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,32,0,0,6,50,60,7,4,0,1,16
14252,0,32,150,12,32,80,0,0,82,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,4,49,73,6,4,0,1,22
14253,0,16,70,6,16,39,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,20,0,0,3,33,25,2,0,0,1,8
14254,0,24,103,13,24,57,0,0,59,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2,45,49,5,4,0,1,15
14255,0,64,32,59,21,68,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,33,0,0,3,51,48,3,5,0,1,11
14256,0,36,163,13,34,91,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,39,0,0,6,52,79,7,6,0,1,22
14257,0,54,21,52,19,50,1,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,19,0,0,5,43,37,6,4,0,0,13
14258,0,25,114,7,25,56,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,2,41,54,4,4,0,1,13
14260,1,15,93,31,11,66,1,0,62,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,6,36,42,1,0,0,0,20
14263,0,42,25,52,20,44,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,30,0,0,3,38,33,4,1,0,1,9
14264,0,24,33,27,7,38,0,0,39,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,8,27,5,4,0,1,15
14265,0,22,100,12,21,56,0,0,57,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,2,45,42,3,4,0,1,14
14267,0,15,143,11,13,80,1,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,37,0,0,6,51,44,3,4,0,1,23
14268,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
14269,0,14,69,10,14,43,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,8,47,2,6,0,1,10
14270,0,21,136,21,18,84,1,0,75,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,6,49,60,2,6,0,1,19
14271,1,27,122,8,26,62,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,29,0,0,2,43,60,6,2,0,1,15
14272,1,19,126,7,18,63,1,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,6,44,40,5,5,0,1,20
14273,0,14,54,8,13,30,1,0,32,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,39,22,4,0,0,0,4
14274,0,34,149,10,34,80,0,0,79,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,6,47,74,7,5,0,1,19
14275,0,73,53,60,28,80,1,0,77,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,6,47,73,5,5,0,0,16
14277,1,26,125,10,25,70,1,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,31,0,0,3,49,54,5,3,0,1,16
14278,1,5,20,31,2,25,0,0,30,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,19,13,0,0,0,1,10
14279,0,28,102,47,27,77,1,0,72,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,3,49,58,3,6,0,1,20
14280,0,75,28,57,25,67,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,25,0,0,3,50,53,7,6,0,1,15
14282,0,55,25,50,12,58,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,27,0,0,5,46,31,2,0,0,1,18
14283,0,17,135,3,15,75,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,50,54,4,6,0,1,16
14284,0,22,126,9,20,72,1,0,64,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6,49,46,4,4,0,1,17
14285,0,17,88,5,17,53,0,0,40,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,2,27,43,4,2,0,1,8
14287,0,31,145,9,30,80,1,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,51,74,7,3,0,1,18
14288,0,66,28,55,21,64,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,23,0,0,6,52,45,4,3,0,1,15
14289,0,31,151,13,30,84,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,34,0,0,5,48,76,7,4,0,1,20
14290,0,18,142,15,17,82,1,0,75,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,4,49,52,6,3,0,1,22
14291,1,38,31,50,11,52,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,23,0,0,3,49,20,3,5,0,1,16
14292,0,27,140,12,26,72,1,0,80,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,50,64,6,4,0,1,20
14293,0,2,33,0,2,12,0,0,21,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0
14294,0,45,44,45,21,57,0,0,56,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,4,34,46,3,3,0,1,18
14295,0,23,143,14,21,81,1,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,5,51,53,7,5,0,1,19
14297,0,13,125,9,12,69,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,35,0,0,5,48,30,6,2,0,1,20
14300,0,84,21,59,31,67,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,31,0,0,4,46,61,7,3,0,0,12
14301,2,22,104,8,22,57,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,29,0,0,0,41,45,6,3,0,1,11
14303,0,21,76,6,20,41,1,0,41,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,42,35,0,0,0,0,8
14305,0,6,24,1,6,13,0,0,12,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,2,4,0,0,0
14306,0,79,26,49,18,67,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,19,0,0,0,47,59,6,6,0,1,16
14307,0,29,118,14,25,63,1,0,72,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,5,46,58,2,6,0,0,17
14308,0,22,109,8,22,57,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2,43,46,4,2,0,1,16
14309,0,20,113,6,20,59,0,0,60,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,37,52,5,4,0,1,15
14310,0,22,89,9,21,44,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,13,0,0,2,44,39,4,3,0,1,14
14312,0,28,124,10,26,66,0,0,70,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,5,49,54,2,3,0,1,20
14314,0,77,37,57,32,69,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,31,0,0,6,48,60,5,5,0,0,16
14315,0,24,90,14,23,49,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,43,54,2,6,0,0,6
14317,2,33,19,40,11,35,1,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,15,0,0,2,44,14,5,2,0,1,11
14318,1,49,50,62,22,67,0,0,73,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,5,47,47,6,2,0,1,17
14319,0,74,30,52,30,63,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,25,0,0,6,49,50,3,5,0,1,17
14320,0,78,28,58,29,66,1,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,25,0,0,4,47,63,6,6,0,1,12
14321,0,21,134,14,20,74,1,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,32,0,0,5,48,54,7,6,0,0,17
14322,0,30,138,17,29,81,1,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,6,49,65,7,6,0,1,18
14323,0,29,113,11,29,62,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,28,0,0,6,45,51,6,4,0,1,12
